timestamp,market-cap-value,market-cap-USD,price-per-ether
1477526400,85396513.93750,979.498014863125,11.47
1477612800,85427593.00000,949.10055823,11.11
1477699200,85457222.53125,887.045969874375,10.38
1477785600,85489183.00000,960.89841692,11.24
1477872000,85521204.25000,934.7467624525,10.93
1477958400,85551702.68750,921.391837944375,10.77
1478044800,85582844.71875,926.8622083040625,10.83
1478131200,85614060.65625,929.768698726875,10.86
1478217600,85644984.25000,954.9415743875,11.15
1478304000,85676408.78125,953.5784297353125,11.13
1478390400,85708208.93750,939.361969955,10.96
1478476800,85741468.00000,934.5820012,10.90
1478563200,85773795.18750,932.361153688125,10.87
1478649600,85804797.53125,914.679141683125,10.66
1478736000,85836008.31250,902.9948074475,10.52
1478822400,85867347.68750,883.575007704375,10.29
1478908800,85899297.68750,857.27499092125,9.98
1478995200,85931721.90625,869.62902569125,10.12
1479081600,85963606.12500,859.63606125,10.00
1479168000,85995043.15625,879.7292914884375,10.23
1479254400,86026624.56250,861.126511870625,10.01
1479340800,86057433.15625,857.13203423625,9.96
1479427200,86090533.93750,820.442788424375,9.53
1479513600,86122865.03125,833.6693335025,9.68
1479600000,86155325.18750,825.36801529625,9.58
1479686400,86187136.75000,823.94902733,9.56
1479772800,86218314.25000,847.5260290775,9.83
1479859200,86250939.87500,840.94666378125,9.75
1479945600,86283337.53125,793.8067052875,9.20
1480032000,86316772.37500,812.24082804875,9.41
1480118400,86349268.31250,804.7751806725,9.32
1480204800,86382979.40625,766.2170273334375,8.87
1480291200,86416919.25000,750.09885909,8.68
1480377600,86449890.34375,707.160103011875,8.18
1480464000,86481730.34375,743.74288095625,8.60
1480550400,86513478.62500,731.9040291675,8.46
1480636800,86545275.03125,667.2640704909375,7.71
1480723200,86577391.43750,683.095618441875,7.89
1480809600,86608563.93750,653.02857208875,7.54
1480896000,86639798.62500,577.88745682875,6.67
1480982400,86671774.25000,668.2393794675,7.71
1481068800,86703484.87500,723.97409870625,8.35
1481155200,86735578.93750,719.90530518125,8.30
1481241600,86767239.56250,737.52153628125,8.50
1481328000,86798915.96875,702.2032301871875,8.09
1481414400,86830698.00000,712.0117236,8.20
1481500800,86862037.37500,733.98421581875,8.45
1481587200,86893847.37500,730.77725642375,8.41
1481673600,86925697.84375,714.529236275625,8.22
1481760000,86957065.65625,675.6564001490625,7.77
1481846400,86988822.06250,684.602029631875,7.87
1481932800,87020784.40625,667.4494163959375,7.67
1482019200,87052676.90625,685.97509402125,7.88
1482105600,87084147.37500,662.71036152375,7.61
1482192000,87115816.28125,661.2090455746875,7.59
1482278400,87147409.25000,685.8501107975,7.87
1482364800,87178483.31250,666.915397340625,7.65
1482451200,87209600.65625,623.5486446921875,7.15
1482537600,87240927.53125,630.7519060509375,7.23
1482624000,87272935.96875,627.4924096153125,7.19
1482710400,87304580.65625,632.08516395125,7.24
1482796800,87335807.21875,624.4510216140625,7.15
1482883200,87367378.62500,666.61309890875,7.63
1482969600,87399197.37500,720.16938637,8.24
1483056000,87430878.93750,714.310280919375,8.17
1483142400,87462107.06250,703.1953407825,8.04
1483228800,87493855.34375,713.0749210515625,8.15
1483315200,87525386.12500,729.08646642125,8.33
1483401600,87556909.40625,847.5508830525,9.68
1483488000,87589008.93750,955.596087508125,10.91
1483574400,87620825.96875,892.8562166215625,10.19
1483660800,87652185.50000,882.657507985,10.07
1483747200,87684080.50000,859.3039889,9.80
1483833600,87715764.87500,902.59522056375,10.29
1483920000,87747515.18750,897.657080368125,10.23
1484006400,87778864.56250,926.94480978,10.56
1484092800,87810387.53125,861.4199016815625,9.81
1484179200,87841944.25000,860.85105365,9.80
1484265600,87873674.56250,857.64706373,9.76
1484352000,87905152.68750,858.833341756875,9.77
1484438400,87936854.71875,866.1780189796875,9.85
1484524800,87968395.03125,843.6169083496875,9.59
1484611200,87999691.12500,893.19686491875,10.15
1484697600,88031299.09375,897.0389377653125,10.19
1484784000,88063420.18750,916.740204151875,10.41
1484870400,88094541.28125,932.9211921684375,10.59
1484956800,88126065.03125,963.2178907915625,10.93
1485043200,88157642.84375,942.4052019996875,10.69
1485129600,88189141.28125,949.7970515990625,10.77
1485216000,88220561.75000,927.1981039925,10.51
1485302400,88251985.34375,926.645846109375,10.50
1485388800,88283770.03125,940.2221508328125,10.65
1485475200,88314884.87500,927.3062911875,10.50
1485561600,88346412.84375,930.2877272446875,10.53
1485648000,88377545.96875,925.3129062928125,10.47
1485734400,88409461.28125,932.7198165171875,10.55
1485820800,88440875.18750,946.31736450625,10.70
1485907200,88472207.37500,947.53734098625,10.71
1485993600,88503622.21875,954.9540837403125,10.79
1486080000,88534895.50000,968.57175677,10.94
1486166400,88566656.28125,1002.57454910375,11.32
1486252800,88598257.84375,993.1864704284375,11.21
1486339200,88629881.43750,1003.2902578725,11.32
1486425600,88661372.84375,1014.2861053325,11.44
1486512000,88693080.81250,1010.214190454375,11.39
1486598400,88724508.00000,969.75887244,10.93
1486684800,88756004.40625,1004.71796987875,11.32
1486771200,88787594.25000,1013.0664503925,11.41
1486857600,88819163.93750,1012.5384688875,11.40
1486944000,88850898.00000,1012.01172822,11.39
1487030400,88882368.93750,1154.581972498125,12.99
1487116800,88914090.34375,1152.326610855,12.96
1487203200,88945630.18750,1151.845910928125,12.95
1487289600,88976958.00000,1132.67667534,12.73
1487376000,89008169.71875,1141.9748174915625,12.83
1487462400,89039436.90625,1142.3759755071875,12.83
1487548800,89070824.71875,1112.4946007371875,12.49
1487635200,89102241.59375,1139.6176699840625,12.79
1487721600,89133228.93750,1132.883339795625,12.71
1487808000,89164458.46875,1173.40427344875,13.16
1487894400,89195722.06250,1171.139830680625,13.13
1487980800,89227275.96875,1209.92186213625,13.56
1488067200,89259096.12500,1302.29021246375,14.59
1488153600,89290342.53125,1386.6790195103125,15.53
1488240000,89322198.62500,1418.436514165,15.88
1488326400,89353343.46875,1567.257644441875,17.54
1488412800,89384974.40625,1703.677612183125,19.06
1488499200,89416273.31250,1740.934841394375,19.47
1488585600,89447445.96875,1661.0390716396875,18.57
1488672000,89479007.84375,1723.365691070625,19.26
1488758400,89510160.96875,1760.6648662553125,19.67
1488844800,89541229.71875,1693.2246539815625,18.91
1488931200,89572555.65625,1480.6343449978125,16.53
1489017600,89603365.18750,1586.875597470625,17.71
1489104000,89634392.21875,1719.187642755625,19.18
1489190400,89665627.68750,1918.8444325125,21.40
1489276800,89696477.21875,2087.2370248803125,23.27
1489363200,89728090.96875,2550.9696262415625,28.43
1489449600,89759305.81250,2569.808925411875,28.63
1489536000,89790683.46875,3146.265548745,35.04
1489622400,89822111.43750,4068.043427004375,45.29
1489708800,89853953.31250,4002.09508053875,44.54
1489795200,89885435.65625,3058.8013753821875,34.03
1489881600,89916430.18750,3880.7931268925,43.16
1489968000,89948100.50000,3804.80465115,42.30
1490054400,89979116.90625,3832.2105890371875,42.59
1490140800,90010489.25000,3739.9358283375,41.55
1490227200,90041470.18750,3887.99068269625,43.18
1490313600,90072311.12500,4818.8686451875,53.50
1490400000,90103373.93750,4571.84519358875,50.74
1490486400,90134549.40625,4552.6960905096875,50.51
1490572800,90165551.59375,4418.11202809375,49.00
1490659200,90196107.06250,4528.746535608125,50.21
1490745600,90227375.34375,4780.246345711875,52.98
1490832000,90258195.18750,4672.666764856875,51.77
1490918400,90289403.46875,4501.829656951875,49.86
1491004800,90320254.40625,4566.59206278,50.56
1491091200,90350695.18750,4384.719237449375,48.53
1491177600,90381881.43750,3991.26388428,44.16
1491264000,90412936.75000,4017.95090917,44.44
1491350400,90444172.06250,4079.03216001875,45.10
1491436800,90474896.43750,3910.32502402875,43.22
1491523200,90505970.96875,3828.402571978125,42.30
1491609600,90536886.59375,4024.3646090921875,44.45
1491696000,90567128.62500,3973.17993277875,43.87
1491782400,90597165.81250,3979.027522485,43.92
1491868800,90627616.28125,3983.0837355609375,43.95
1491955200,90657833.31250,4227.374767361875,46.63
1492041600,90688173.15625,4557.987582833125,50.26
