timestamp,total_addresses,blocksize,price_USD,hashrate,total_eth_growth,market-cap-value,transactions
1483747200.0,961114.0,1570.0,9.8,6730.0143,87684080.5,87684080.5,43622.0
1483833600.0,963314.0,1557.0,10.29,6777.3147,87715764.875,87715764.875,42727.0
1483920000.0,965736.0,1595.0,10.23,7001.3724,87747515.1875,87747515.1875,46188.0
1484006400.0,968054.0,1686.0,10.56,6997.2239,87778864.5625,87778864.5625,48179.0
1484092800.0,970329.0,1591.0,9.81,7054.4628,87810387.53125,87810387.53125,45221.0
1484179200.0,973959.0,1697.0,9.8,7142.7291,87841944.25,87841944.25,50589.0
1484265600.0,977582.0,1729.0,9.76,7277.2919,87873674.5625,87873674.5625,50833.0
1484352000.0,981025.0,1499.0,9.77,7334.4015,87905152.6875,87905152.6875,42044.0
1484438400.0,983455.0,1498.0,9.85,7443.4979,87936854.71875,87936854.71875,41748.0
1484524800.0,985864.0,1575.0,9.59,7416.8136,87968395.03125,87968395.03125,45375.0
1484611200.0,988571.0,1642.0,10.15,7325.2279,87999691.125,87999691.125,46671.0
1484697600.0,991171.0,1583.0,10.19,7318.3297,88031299.09375,88031299.09375,44994.0
1484784000.0,993689.0,1552.0,10.41,7751.0819,88063420.1875,88063420.1875,43628.0
1484870400.0,996812.0,1609.0,10.59,7527.1882,88094541.28125,88094541.28125,45775.0
1484956800.0,999192.0,1504.0,10.93,7733.7168,88126065.03125,88126065.03125,43302.0
1485043200.0,1001830.0,1616.0,10.69,7754.1077,88157642.84375,88157642.84375,47432.0
1485129600.0,1004532.0,1612.0,10.77,7918.1929,88189141.28125,88189141.28125,46076.0
1485216000.0,1006944.0,1754.0,10.51,7831.2888,88220561.75,88220561.75,50414.0
1485302400.0,1009369.0,1644.0,10.5,7811.0208,88251985.34375,88251985.34375,46256.0
1485388800.0,1012519.0,1673.0,10.65,7995.4413,88283770.03125,88283770.03125,46856.0
1485475200.0,1014907.0,1658.0,10.5,7965.2252,88314884.875,88314884.875,46680.0
1485561600.0,1017588.0,1628.0,10.53,7948.4087,88346412.84375,88346412.84375,45189.0
1485648000.0,1019716.0,1523.0,10.47,7806.189,88377545.96875,88377545.96875,42509.0
1485734400.0,1022347.0,1579.0,10.55,8008.7446,88409461.28125,88409461.28125,45369.0
1485820800.0,1024108.0,1539.0,10.7,8035.4474,88440875.1875,88440875.1875,43649.0
1485907200.0,1026094.0,1607.0,10.71,7882.049,88472207.375,88472207.375,44541.0
1485993600.0,1028070.0,1578.0,10.79,8117.6108,88503622.21875,88503622.21875,43709.0
1486080000.0,1029880.0,1568.0,10.94,7901.9704,88534895.5,88534895.5,42778.0
1486166400.0,1032097.0,1560.0,11.32,8085.6263,88566656.28125,88566656.28125,45410.0
1486252800.0,1033882.0,1614.0,11.21,8480.8345,88598257.84375,88598257.84375,46542.0
1486339200.0,1035599.0,1606.0,11.32,8517.039,88629881.4375,88629881.4375,47306.0
1486425600.0,1037811.0,1827.0,11.44,8437.3906,88661372.84375,88661372.84375,51866.0
1486512000.0,1040358.0,1764.0,11.39,8613.5409,88693080.8125,88693080.8125,51089.0
1486598400.0,1042268.0,1630.0,10.93,8630.2683,88724508.0,88724508.0,47873.0
1486684800.0,1044332.0,1735.0,11.32,8851.2981,88756004.40625,88756004.40625,52222.0
1486771200.0,1046267.0,1594.0,11.41,8899.597,88787594.25,88787594.25,46560.0
1486857600.0,1048901.0,1571.0,11.4,9024.3553,88819163.9375,88819163.9375,45319.0
1486944000.0,1051104.0,1823.0,11.39,9091.8695,88850898.0,88850898.0,55990.0
1487030400.0,1053923.0,1914.0,12.99,9220.0798,88882368.9375,88882368.9375,58298.0
1487116800.0,1056702.0,1818.0,12.96,9298.392,88914090.34375,88914090.34375,55320.0
1487203200.0,1058825.0,1661.0,12.95,9286.9502,88945630.1875,88945630.1875,49674.0
1487289600.0,1060926.0,1661.0,12.73,9441.935,88976958.0,88976958.0,49406.0
1487376000.0,1063883.0,1773.0,12.83,9563.2843,89008169.71875,89008169.71875,49398.0
1487462400.0,1065920.0,1635.0,12.83,9739.2103,89039436.90625,89039436.90625,48227.0
1487548800.0,1068400.0,1696.0,12.49,9701.1651,89070824.71875,89070824.71875,50152.0
1487635200.0,1071424.0,1989.0,12.79,10010.5654,89102241.59375,89102241.59375,58434.0
1487721600.0,1073757.0,1790.0,12.71,9878.51,89133228.9375,89133228.9375,50372.0
1487808000.0,1076071.0,1667.0,13.16,9956.9834,89164458.46875,89164458.46875,47601.0
1487894400.0,1078758.0,1778.0,13.13,9921.6984,89195722.0625,89195722.0625,54081.0
1487980800.0,1081093.0,1761.0,13.56,10123.88,89227275.96875,89227275.96875,53245.0
1488067200.0,1083604.0,1713.0,14.59,10602.6615,89259096.125,89259096.125,51716.0
1488153600.0,1086792.0,1819.0,15.53,10625.274,89290342.53125,89290342.53125,52642.0
1488240000.0,1091303.0,1935.0,15.88,11119.9788,89322198.625,89322198.625,60277.0
1488326400.0,1098329.0,2235.0,17.54,10718.1257,89353343.46875,89353343.46875,59774.0
1488412800.0,1104821.0,2209.0,19.06,10915.3639,89384974.40625,89384974.40625,70779.0
1488499200.0,1111646.0,2084.0,19.47,11419.5855,89416273.3125,89416273.3125,64294.0
1488585600.0,1115958.0,1860.0,18.57,11171.4309,89447445.96875,89447445.96875,58756.0
1488672000.0,1120047.0,1821.0,19.26,11701.7413,89479007.84375,89479007.84375,57031.0
1488758400.0,1124705.0,1808.0,19.67,11736.4413,89510160.96875,89510160.96875,57020.0
1488844800.0,1128534.0,1963.0,18.91,11651.4652,89541229.71875,89541229.71875,62589.0
1488931200.0,1132810.0,1800.0,16.53,12138.6545,89572555.65625,89572555.65625,55386.0
1489017600.0,1139420.0,2403.0,17.71,12105.6647,89603365.1875,89603365.1875,64266.0
1489104000.0,1145555.0,2190.0,19.18,12144.0613,89634392.21875,89634392.21875,65132.0
1489190400.0,1151496.0,2014.0,21.4,12381.3095,89665627.6875,89665627.6875,64803.0
1489276800.0,1158864.0,2043.0,23.27,12404.6584,89696477.21875,89696477.21875,66646.0
1489363200.0,1170758.0,2452.0,28.43,12817.8346,89728090.96875,89728090.96875,81718.0
1489449600.0,1180408.0,2433.0,28.63,12624.5995,89759305.8125,89759305.8125,77155.0
1489536000.0,1190919.0,2456.0,35.04,13008.71,89790683.46875,89790683.46875,81205.0
1489622400.0,1208579.0,3071.0,45.29,13093.3706,89822111.4375,89822111.4375,109950.0
1489708800.0,1224321.0,2880.0,44.54,13708.6332,89853953.3125,89853953.3125,106635.0
1489795200.0,1236276.0,2513.0,34.03,13956.1955,89885435.65625,89885435.65625,89920.0
1489881600.0,1244923.0,2396.0,43.16,13381.2912,89916430.1875,89916430.1875,84599.0
1489968000.0,1254137.0,2316.0,42.3,14240.8505,89948100.5,89948100.5,80264.0
1490054400.0,1264243.0,2507.0,42.59,14004.9233,89979116.90625,89979116.90625,84298.0
1490140800.0,1272509.0,2368.0,41.55,14303.7526,90010489.25,90010489.25,78821.0
1490227200.0,1280501.0,2513.0,43.18,14696.6462,90041470.1875,90041470.1875,82434.0
1490313600.0,1291931.0,2557.0,53.5,14717.153,90072311.125,90072311.125,87775.0
1490400000.0,1301464.0,2428.0,50.74,14850.0107,90103373.9375,90103373.9375,84394.0
1490486400.0,1308803.0,2375.0,50.51,15592.211,90134549.40625,90134549.40625,79534.0
1490572800.0,1320623.0,2896.0,49.0,16234.1177,90165551.59375,90165551.59375,94570.0
1490659200.0,1329617.0,2543.0,50.21,15956.633,90196107.0625,90196107.0625,84348.0
1490745600.0,1338529.0,2744.0,52.98,16444.6814,90227375.34375,90227375.34375,93064.0
1490832000.0,1352837.0,2853.0,51.77,16508.1931,90258195.1875,90258195.1875,96209.0
1490918400.0,1367188.0,2949.0,49.86,16923.4135,90289403.46875,90289403.46875,103102.0
1491004800.0,1374894.0,2403.0,50.56,16684.6609,90320254.40625,90320254.40625,80572.0
1491091200.0,1385185.0,2669.0,48.53,16718.5386,90350695.1875,90350695.1875,88948.0
1491177600.0,1398126.0,2788.0,44.16,15983.0117,90381881.4375,90381881.4375,100221.0
1491264000.0,1408346.0,2518.0,44.44,16872.131,90412936.75,90412936.75,86279.0
1491350400.0,1418641.0,2558.0,45.1,17294.066,90444172.0625,90444172.0625,87411.0
1491436800.0,1432417.0,2799.0,43.22,17238.063,90474896.4375,90474896.4375,95177.0
1491523200.0,1440597.0,2776.0,42.3,17541.6491,90505970.96875,90505970.96875,92846.0
1491609600.0,1447313.0,2249.0,44.45,17605.5606,90536886.59375,90536886.59375,72144.0
1491696000.0,1453300.0,2358.0,43.87,17278.0448,90567128.625,90567128.625,74557.0
1491782400.0,1460327.0,2460.0,43.92,17285.4863,90597165.8125,90597165.8125,75487.0
1491868800.0,1466464.0,2377.0,43.95,17900.816,90627616.28125,90627616.28125,75891.0
1491955200.0,1476683.0,2697.0,46.63,17672.1498,90657833.3125,90657833.3125,80347.0
1492041600.0,1485120.0,2589.0,50.26,17325.6847,90688173.15625,90688173.15625,84124.0
1492128000.0,1492214.0,2451.0,47.92,18877.3819,90719162.84375,90719162.84375,81155.0
1492214400.0,1498803.0,2348.0,49.34,18356.8933,90749160.96875,90749160.96875,74820.0
1492300800.0,1503386.0,2220.0,48.64,18623.6556,90779668.15625,90779668.15625,70634.0
1492387200.0,1509763.0,2309.0,48.65,18986.8175,90810315.65625,90810315.65625,72546.0
1492473600.0,1518090.0,2603.0,49.88,19532.6738,90840832.375,90840832.375,83303.0
1492560000.0,1526805.0,2664.0,47.88,19426.3047,90870444.5625,90870444.5625,85734.0
1492646400.0,1536829.0,2581.0,49.36,19598.4726,90900866.75,90900866.75,85450.0
1492732800.0,1548026.0,2691.0,48.26,20064.6867,90931344.09375,90931344.09375,81278.0
1492819200.0,1555797.0,2429.0,48.41,20304.9606,90961334.40625,90961334.40625,73539.0
1492905600.0,1562427.0,2393.0,48.79,20695.5064,90991825.65625,90991825.65625,77073.0
1492992000.0,1572073.0,2553.0,49.94,19854.8535,91021611.125,91021611.125,80531.0
1493078400.0,1580035.0,2803.0,50.11,20759.4397,91052368.9375,91052368.9375,93033.0
1493164800.0,1596565.0,2724.0,53.28,20518.0576,91081701.125,91081701.125,89642.0
1493251200.0,1612349.0,3095.0,63.1,20819.5764,91111031.125,91111031.125,104494.0
1493337600.0,1624667.0,3178.0,72.42,22094.2863,91140713.15625,91140713.15625,106193.0
1493424000.0,1635440.0,2793.0,69.85,22674.7072,91169930.8125,91169930.8125,91335.0
1493510400.0,1647543.0,3064.0,79.83,22071.893,91199299.40625,91199299.40625,95202.0
1493596800.0,1663543.0,3544.0,77.6,22307.6652,91228656.90625,91228656.90625,112202.0
1493683200.0,1678680.0,3461.0,77.24,22218.5493,91258093.3125,91258093.3125,110354.0
1493769600.0,1690254.0,3028.0,80.38,22633.4701,91287645.96875,91287645.96875,97334.0
1493856000.0,1708629.0,3351.0,94.64,22403.1399,91317072.53125,91317072.53125,114877.0
